Statement,Correct,n,Fasttext.started_mean,Fasttext.started_raw,Fasttext.started_std,Fasttext.stopped_raw,Timer.started_raw,Timer.stopped_raw,fixcross.started_mean,fixcross.started_raw,fixcross.started_std,fixcross.stopped_mean,fixcross.stopped_raw,fixcross.stopped_std,key_resp.corr_mean,key_resp.corr_raw,key_resp.corr_std,key_resp.keys_raw,key_resp.rt_mean,key_resp.rt_raw,key_resp.rt_std,key_resp.started_mean,key_resp.started_raw,key_resp.started_std,key_resp.stopped_raw,order
Humans can breathe water,j,1.0,75.52377319335938,75.52377319335938,0.0,,,,75.04042053222656,75.04042053222656,0.0,75.4909439086914,75.4909439086914,0.0,0.0,0.0,0.0,'f',0.3022213876247406,0.3022213876247406,0.0,75.52377319335938,75.52377319335938,0.0,,36.0
Humans cannot eat food,j,1.0,72.94036865234375,72.94036865234375,0.0,,,,72.45661163330078,72.45661163330078,0.0,72.90668487548828,72.90668487548828,0.0,0.0,0.0,0.0,'f',0.1479254513978958,0.1479254513978958,0.0,72.94036865234375,72.94036865234375,0.0,,32.0
A horse is used to tell time,j,1.0,91.6253662109375,91.6253662109375,0.0,,,,91.14173889160156,91.14173889160156,0.0,91.59231567382812,91.59231567382812,0.0,0.0,0.0,0.0,'f',0.1446898728609085,0.1446898728609085,0.0,91.6253662109375,91.6253662109375,0.0,,59.0
A motorcycle is a person,j,1.0,98.75862121582031,98.75862121582031,0.0,,,,98.27509307861328,98.27509307861328,0.0,98.7259750366211,98.7259750366211,0.0,0.0,0.0,0.0,'f',0.002976266900077462,0.002976266900077462,0.0,98.75862121582031,98.75862121582031,0.0,,70.0
A truck is an animal,j,1.0,71.70735168457031,71.70735168457031,0.0,,,,71.22306823730469,71.22306823730469,0.0,71.67415618896484,71.67415618896484,0.0,0.0,0.0,0.0,'f',0.11677350848913193,0.11677350848913193,0.0,71.70735168457031,71.70735168457031,0.0,,30.0
Jupiter is the planet we live on,j,0.0,,,,'--','--','--',,,,,,,,,,'--',,,,,,,'--',
The Earth is a star,j,0.0,,,,'--','--','--',,,,,,,,,,'--',,,,,,,'--',
Mississippi is a country,j,1.0,50.738800048828125,50.738800048828125,0.0,,,,50.256591796875,50.256591796875,0.0,50.72182083129883,50.72182083129883,0.0,0.0,0.0,0.0,'f',1.2356637716293335,1.2356637716293335,0.0,50.738800048828125,50.738800048828125,0.0,,0.0
The president of the United States is Oprah,j,0.0,,,,'--','--','--',,,,,,,,,,'--',,,,,,,'--',
There are ninty states in the United States,j,1.0,60.340362548828125,60.340362548828125,0.0,,,,59.85662841796875,59.85662841796875,0.0,60.30654525756836,60.30654525756836,0.0,0.0,0.0,0.0,'f',0.21643765270709991,0.21643765270709991,0.0,60.340362548828125,60.340362548828125,0.0,,13.0
Humans can breathe water,j,1.0,86.92501831054688,86.92501831054688,0.0,,,,86.4420166015625,86.4420166015625,0.0,86.89118957519531,86.89118957519531,0.0,0.0,0.0,0.0,'f',0.09121588617563248,0.09121588617563248,0.0,86.92501831054688,86.92501831054688,0.0,,52.0
A zebra is used to write,j,1.0,62.85728073120117,62.85728073120117,0.0,,,,62.37336730957031,62.37336730957031,0.0,62.82297897338867,62.82297897338867,0.0,0.0,0.0,0.0,'f',0.1074194684624672,0.1074194684624672,0.0,62.85728073120117,62.85728073120117,0.0,,16.0

extraInfo
participant,0
session,001
date,2022_Feb_08_1628
expName,InfinityThesisTest5
psychopyVersion,2021.2.3
frameRate,59.9898513980102
